,left cerebral white matter,left cerebral cortex,left lateral ventricle,left inferior lateral ventricle,left cerebellum white matter,left cerebellum cortex,left thalamus,left caudate,left putamen,left pallidum,3rd ventricle,4th ventricle,brain-stem,left hippocampus,left amygdala,left accumbens area,left ventral DC,right cerebral white matter,right cerebral cortex,right lateral ventricle,right inferior lateral ventricle,right cerebellum white matter,right cerebellum cortex,right thalamus,right caudate,right putamen,right pallidum,right hippocampus,right amygdala,right accumbens area,right ventral DC
3rd ventricle,-0.37203193122875755,-0.004816317970891001,7.20267416712166e-07,5.086076498123773e-08,-0.0014618055414516305,-0.16474001989845743,-6.389188444735353e-08,-2.022224370052264e-06,0.0,0.0,0.0,0.057642390858683536,-0.2692720573015914,-1.9243236871909835e-06,0.0,-6.142056037922343e-07,0.14057030129596249,-0.0014320585698095224,-5.149389733374017e-05,3.955433874352971e-05,4.481370702900812e-08,-0.033202821594240546,0.0,-3.6161903769623433e-07,-0.0001038351672997508,2.8308760938791928e-05,-0.0002230446223657883,-1.4527187078680428e-05,1.7805761437312446e-05,-1.6227477865891278e-07,3.393332318670026e-05
4th ventricle,-1.2142904933944009e-06,-5.492461491195052e-07,1.3054608897660698e-07,1.9887102173338683e-07,2.543022113367962e-08,0.00011443706927305501,-1.0314115687343723e-06,0.0,0.0,0.02262333212164934,2.49476872447899e-06,0.0,-6.03432275838759e-08,-7.369262167665304e-07,8.299807488860918e-08,-0.00021130283982520777,-2.2416540560046208e-08,0.0,0.0,5.029606105894762e-07,-5.106230374199365e-08,0.0,-2.3919014494660808e-05,-3.843713347894654e-06,-0.0023378220172113953,0.012758130520556842,0.11680410648039838,4.564706370638134e-07,9.931364714913125e-07,-7.498822055038328e-06,-1.7637679418633286e-07
brain-stem,-1.519733343249303e-06,-1.464801929006455e-07,0.0,1.414331059572228e-06,0.018860395577497423,0.08043081023977787,1.406419169326229e-07,2.971619690723485e-05,0.0,0.0,-5.438360125767459e-09,-0.10858371685322467,0.0,1.6374205141041282e-05,0.0,1.8380305927284943e-06,1.954012507970785e-07,0.0,0.0,-0.0007213190991759795,9.589534104972072e-09,0.5629544714648884,0.0028233790688449558,2.722290166285224e-06,0.0019112082279085717,-0.0016375524560420037,0.06790537793010978,0.0001771044734098151,0.0,0.0,1.2174101769732465e-08
left hippocampus,-6.366222749951543e-06,3.8760598707614085e-06,-0.318187010052642,-0.1607865694188364,0.0,0.001240637240046324,0.0044486784415047895,0.0011763446742914924,-0.050983398980402876,0.058268911393986884,-0.005206943476486456,0.0,0.0012251239559510725,0.0,0.31452659945236244,0.038433287675979956,0.058269801124511876,1.986205776947129e-06,9.57343361776602e-08,-3.638370540960856e-07,0.006847681975473229,0.00011251331101392258,8.37760744726309e-06,0.23140719738949353,0.08338563288374888,0.0,0.09442579222652778,5.444733908129511e-08,0.0004574956783085188,0.0,0.0046053433531702236
left amygdala,-0.00033712589638299823,2.6621355379089547e-05,-2.951512570920971e-07,-7.060003728157605e-08,0.0,0.00919745645437706,0.0,0.0,0.01182476981605043,0.0047612906542241155,-0.005960010831768317,0.097691721849014,-0.002887494697720498,3.953546530441101e-08,0.0,0.0,0.13247440177764566,0.0,4.94158919241813e-07,-1.2819397134562373e-06,-5.263124078658202e-07,-0.0006241170514817207,0.0,0.07793226977231636,0.04528074290130199,0.10934082583515538,0.05967224466837874,2.821126122046644e-07,5.496087453301878e-08,0.02663271150808378,0.005953913287755702
left accumbens area,8.78491620089997e-06,3.471228371761159e-05,0.0,-9.494182189481855e-07,0.0,0.00021972200706889893,0.004961752413474078,8.271538161407426e-08,1.3987711147716866e-07,0.05553361750031146,-0.012997855973040534,0.0,0.0009435640421726552,5.663104952968857e-07,1.0502606063757122e-05,0.0,0.002713390933660185,0.0,4.220128232133856e-07,-1.392605587625065e-06,-3.756986177036049e-07,4.617086191650888e-05,7.614327941272704e-05,0.0636795325977971,6.122020870220795e-07,6.298576373252551e-07,6.800971180254409e-06,2.4264070676126463e-06,6.2907648779730345e-06,0.7376014200319069,-1.859013231094822e-05
left ventral DC,0.04248032998453562,0.0006732348996804486,0.0,1.4095889812352767e-06,-0.0011002035018396468,0.03448187950898202,9.67487088240463e-09,4.263655458420592e-06,0.0,0.0,1.1072994578975234e-07,0.07073857878322978,0.26689315026752747,7.602236003232494e-07,6.35120150231847e-08,-2.9780073280825865e-08,0.0,0.002470036960796313,1.1621003400722898e-06,-3.0334612215326247e-05,2.315517195984159e-07,-0.000989049684976734,0.0007382603669825941,2.23916281157323e-07,4.076557750877638e-05,0.00023039295158131792,0.017112967503888177,6.925872170343701e-06,6.481584576216017e-07,-3.538914276808257e-06,0.833578606342318
right cerebral white matter,0.0,0.31146047777070646,-6.596619445814121e-05,-1.8101806948749566e-05,0.0,-0.156335979172487,8.969275294463936e-07,0.00020822403274637957,-0.000221054288651512,0.0,-2.0849719327131543e-07,0.0,-0.07953640572944146,6.2478259193608905e-06,0.0,-3.24234930422056e-05,1.7289925356555493e-06,0.0,0.016102293446514412,-0.0042771354626283615,-8.24726782783572e-07,0.0438466218921665,0.0,1.9268479204472862e-05,0.011718714221799176,-0.019124427513835925,0.14738011080088514,0.0,-0.0012683838944932476,7.686335355931013e-07,1.1727684577317145e-07
right cerebral cortex,9.329041944571332e-07,7.8223101300813e-08,-0.03114179379774473,-0.00364214054237755,0.0,0.11291824884474695,5.703175377126121e-05,0.0,-0.045094210015526624,-0.003288286560006637,-2.508181287589183e-05,0.0,-0.10636728419672631,0.01048427817898457,0.016719454594973086,0.006724710805237951,-5.760711782074831e-05,1.1882249098267958e-07,0.0,-0.431206664523653,-0.00043885047923098976,-0.049355663781978816,0.006894392207267874,0.0023839211564045328,0.0553640034655288,0.1162857351529443,0.0,0.2352996836458463,0.058555554610412924,0.0007980504074608119,0.0
right lateral ventricle,-1.0403509324981523e-05,-2.128873710809747e-07,0.8109404008068684,0.04085122362812697,0.0,-1.4147341801641883e-05,-0.0024281491780486285,0.0,-0.07563385095262817,0.12097113339790845,0.0005780014528556103,0.14744273570764777,-4.834332424600227e-06,-0.05903442401817453,0.0,-0.11263125238430982,-0.0011752142431286064,-3.419818421591211e-07,-3.0105333351202324e-10,0.0,0.012308772038238191,-1.3387755734195162e-06,0.0,-0.016415170425111564,0.21931571966116525,0.027060527871122175,0.003262753020507823,-0.41506583931890845,0.07467431375869471,-0.01728159149218495,-8.755335670838274e-05
right inferior lateral ventricle,-0.008151046763215226,-9.911880107700739e-05,3.293376140761077e-08,4.840399361609104e-08,-0.00024430693616061275,0.0,-0.03096283158980069,0.0,0.0,-0.026243628041419997,0.314232138010087,-0.09370393395887693,-0.005761233777272597,0.0,0.0,-0.10952517698144007,0.10295660198434758,-0.00025511657267219986,-2.7124425909281666e-06,1.4443767591071545e-06,0.0,-0.0005043412747187916,0.0,-0.07836515603220587,0.002712988992072142,-0.022481158505584586,0.0,-1.2974831503074161e-06,-0.18446629725025193,-0.05234127511413994,-0.006466194363386082
right cerebellum white matter,5.094344203260548e-07,-5.574060050914914e-07,4.688657003357408e-05,0.0,0.9067527939897795,0.0,1.086517701064581e-06,0.0015048091995961265,-0.0017121073424137513,-0.06326702075150124,-1.977616178341889e-07,0.035039768243368574,5.6002772382037934e-08,5.0958807855495894e-05,-1.2762664415819886e-05,-4.9654272988231645e-05,6.317725440524083e-07,0.0,-1.899975538451868e-08,-0.006206378855411461,0.0,0.0,0.21346530746179063,1.5184624524635686e-05,0.012573537901693752,0.019789791249974396,0.06917154799017874,0.0016134697001954443,-0.0002975109563918214,2.7507421747375773e-06,6.920619688758657e-08
right cerebellum cortex,-1.3156589466813623e-06,4.610547397589905e-06,0.0,1.2644618329270352e-05,0.0,1.230668877298881e-07,3.0202808898398096e-06,0.0,-0.009068109781040163,-0.023592036158767447,-2.442827366643219e-07,-0.0016314035994833627,3.8160468685892114e-07,0.0004982960282086521,1.286122198515183e-05,7.260748741515327e-05,2.433777111338285e-06,0.0,1.4800391189897216e-07,-0.010551098939643285,0.0,1.977043284326916e-07,0.0,2.989161103432125e-05,0.012047803767253111,0.03979377997686741,0.05392464266612611,0.00612106157317216,0.0006233140647261667,2.1158208692318875e-05,2.7839748180755136e-08
right thalamus,0.007416553194294365,0.00010328815111375442,-1.3674053307427155e-07,-4.586991771731351e-07,0.0,0.006078964572238001,0.7969363444188593,0.0,0.0,0.1375736593470259,-0.048264850672695175,0.0029675072335936174,0.006002485932273574,1.8965469633500068e-07,2.6826853721869067e-07,0.0,0.2054520626188179,0.0001660954650877236,2.0223378036675315e-06,-1.988917498417369e-06,-5.460446251441531e-07,0.00027714351889069423,0.0,0.0,2.0231053974513273e-06,2.1546522882175387e-05,0.00029018968807606455,7.672739640907115e-07,1.758877854565341e-07,-0.0683277442116693,0.0
right caudate,9.51562232375655e-06,1.604578986075901e-06,4.1254511915288235e-07,1.3253837473912243e-07,0.0,1.031492380639476e-05,0.0006811250472233541,0.8557099129371001,-0.3772874597600975,-0.1185669321949344,0.0001697237903645304,7.653790323426573e-06,1.0109810243178053e-05,4.186131660639472e-07,9.536680858558509e-07,0.04517659636660713,4.643690535895615e-05,0.0,0.0,2.2548074837596814e-07,0.0,2.2826700518953956e-06,3.87226839201681e-06,0.018516400429555838,0.0,8.652042022218299e-08,6.299854625532709e-07,4.335080023491045e-06,4.935668120024586e-06,0.0,3.3204416923415093e-06
right putamen,0.0,9.988146578739703e-07,0.0,-9.386498160888874e-06,0.0,2.191340456199199e-06,3.752437772791652e-05,0.016477700924350077,0.8186276629960458,-0.3831275786846346,3.25563584790249e-05,2.0741686261821463e-06,-2.064848181292492e-06,1.1925875221742282e-06,3.981601647002971e-07,0.03686184246179519,7.77999104298115e-06,0.0,4.086617505195008e-08,-8.793382110697061e-07,-2.261992621720622e-06,6.418821829500305e-06,7.456458039388756e-07,0.0012756834883717978,0.4674365521056302,0.0,1.2967213894357193e-07,3.329458912626937e-06,1.4324615126509567e-06,0.003032817054479883,4.3034716151564016e-07
right pallidum,3.2725473953897665e-07,1.0195124159809086e-06,7.816075076794258e-08,0.0,0.0,4.5696648446953286e-07,6.0737367553614285e-06,0.003993404409519427,0.0,0.6079885132045696,1.3500058383626519e-06,5.124976539443399e-07,1.0827219604485381e-07,2.8123364102372117e-07,4.251232788452776e-07,0.0,1.5947368739930887e-06,0.0,0.0,0.0,0.0,1.08788535102288e-06,0.0,7.136870273303424e-05,0.04504475417924032,0.4730521972658304,0.0,3.0480372727095e-06,2.686759293286547e-06,3.790603779023388e-05,1.8035442364921176e-07
right hippocampus,0.0,9.308136656018063e-07,0.22023188493224458,-0.013454183764085385,-2.339899068087666e-07,0.0002814777405422388,0.0022110564750839824,0.020035308936230064,0.0,0.0,-0.0005469626505846975,0.11448799413263622,0.0001022553267951238,0.8301481492338015,-0.0915959407053026,0.03772769728759723,0.00826832470140483,6.703774717692716e-07,7.352141834621738e-08,-1.3717480353079368e-07,-0.027964178297642715,2.9880362561616558e-05,3.7632977945430717e-06,0.06295037410831263,0.0,0.06164346050374308,0.001491749389595724,0.0,0.64066355751159,0.020395701065807972,0.0016253957768257387
right amygdala,-0.00011690536719911509,4.867330875297291e-06,0.0,-3.667699657618488e-07,0.0,0.0020291733031437063,0.02652760692996126,-0.02027701064758316,0.0,0.00512513940979033,0.0,0.024170968370224144,-0.0005363755183444362,0.0,0.6624889729864506,0.006610466966425379,0.007914694721809818,0.0,6.58427179426565e-08,-3.6544275558336357e-07,-2.2520219339601164e-07,-6.47616012434835e-05,0.0,0.03225463031470097,0.0,0.0,0.015180281069141079,7.287322554243728e-08,0.0,0.033145702821935866,0.00933221013222383
right accumbens area,0.0005876193364424802,0.0002589667973304422,0.0,-2.5317801619402176e-06,0.0,0.003653227852398845,2.6783617983381246e-07,4.984722030425829e-07,2.845512259560757e-07,0.03048653486833531,-0.1548499277857458,0.0,0.008142179481345187,2.1106888824767345e-07,1.941934355302215e-06,5.008118845780727e-08,0.010551909562603478,0.0,2.355954568440746e-06,-3.3337567964070118e-06,-6.693798488794016e-07,0.000855971976348038,0.00039977616328909954,1.3583287074964216e-07,1.987191295807616e-06,3.7248368997207683e-06,3.808243925155783e-05,6.5664473694571646e-06,1.5112271893837187e-06,0.0,0.00010334471949382642
right ventral DC,0.17033998672590328,0.004865844662047352,1.0961570572983555e-06,3.882163112459262e-06,0.0,0.17428356495760788,1.2490034196642924e-07,7.505109639201608e-06,-0.00018637252002618997,0.08063217555977854,8.536672639175291e-07,-0.05045469873664823,0.48113101382531387,1.9033840815552945e-06,6.274173637126035e-08,-2.561512490480604e-05,9.377899553811393e-09,0.009468699264907674,1.787464554777902e-05,-0.00020226480344754066,0.0,-0.01955321667309718,0.006282821588493431,6.938406809441475e-07,0.0002391394999956661,0.0010093247433288538,0.13960686639828174,3.250140726530329e-05,3.764361378827059e-06,0.0,0.0
