,X1,X2,X3,X4,X5
X1,0.0,0.0,-0.3115242808285112,0.0,0.0
X2,0.512307284637032,0.0,-0.49917226986895785,0.0,0.0
X3,0.0,0.0,0.0,0.0,0.0
X4,0.524528949946346,0.0,-0.48274118941421085,0.0,0.48862393622013656
X5,1.04442536405523,0.0,1.0458659791105858,0.0,0.0
